"measuring","weather station","month","time","Air temperature"
"Minimum temperature","Kangerlussuaq","September","1995",-3.2
"Minimum temperature","Kangerlussuaq","September","1996",-5.3
"Minimum temperature","Kangerlussuaq","September","1997",-8.3
"Minimum temperature","Kangerlussuaq","September","1998",-0.7
"Minimum temperature","Kangerlussuaq","September","1999",-3.4
"Minimum temperature","Kangerlussuaq","September","2000",2.2
"Minimum temperature","Kangerlussuaq","September","2001",0.2
"Minimum temperature","Kangerlussuaq","September","2002",-0.4
"Minimum temperature","Kangerlussuaq","September","2003",-6.5
"Minimum temperature","Kangerlussuaq","September","2004",...
"Minimum temperature","Kangerlussuaq","September","2005",...
"Minimum temperature","Kangerlussuaq","September","2006",-5.9
"Minimum temperature","Kangerlussuaq","September","2007",-14.9
"Minimum temperature","Kangerlussuaq","September","2008",-8.8
"Minimum temperature","Kangerlussuaq","September","2009",-8.9
"Minimum temperature","Kangerlussuaq","September","2010",-6.2
"Minimum temperature","Kangerlussuaq","September","2011",...
"Minimum temperature","Kangerlussuaq","September","2012",-2.7
"Minimum temperature","Kangerlussuaq","September","2013",-6.8
"Minimum temperature","Kangerlussuaq","September","2014",-8.4
"Minimum temperature","Kangerlussuaq","September","2015",-7.4
"Minimum temperature","Kangerlussuaq","September","2016",-7.1
"Minimum temperature","Kangerlussuaq","September","2017",-7.8
"Minimum temperature","Kangerlussuaq","September","2018",-6.0
"Minimum temperature","Kangerlussuaq","September","2019",-6.5
"Minimum temperature","Kangerlussuaq","September","2020",-10.8
"Minimum temperature","Kangerlussuaq","September","2021",-13.5
"Minimum temperature","Kangerlussuaq","October","1993",-5.9
"Minimum temperature","Kangerlussuaq","October","1994",-19.2
"Minimum temperature","Kangerlussuaq","October","1995",-28.4
"Minimum temperature","Kangerlussuaq","October","1996",-22.9
"Minimum temperature","Kangerlussuaq","October","1997",-14.4
"Minimum temperature","Kangerlussuaq","October","1998",-16.8
"Minimum temperature","Kangerlussuaq","October","1999",-14.5
"Minimum temperature","Kangerlussuaq","October","2000",-13.9
"Minimum temperature","Kangerlussuaq","October","2001",-14.6
"Minimum temperature","Kangerlussuaq","October","2002",-9.3
"Minimum temperature","Kangerlussuaq","October","2003",-15.3
"Minimum temperature","Kangerlussuaq","October","2004",...
"Minimum temperature","Kangerlussuaq","October","2005",...
"Minimum temperature","Kangerlussuaq","October","2006",-16.5
"Minimum temperature","Kangerlussuaq","October","2007",-26.9
"Minimum temperature","Kangerlussuaq","October","2008",-19.6
"Minimum temperature","Kangerlussuaq","October","2009",-21.4
"Minimum temperature","Kangerlussuaq","October","2010",-21.0
"Minimum temperature","Kangerlussuaq","October","2011",-26.6
"Minimum temperature","Kangerlussuaq","October","2012",-20.7
"Minimum temperature","Kangerlussuaq","October","2013",-18.4
"Minimum temperature","Kangerlussuaq","October","2014",-21.2
"Minimum temperature","Kangerlussuaq","October","2015",-20.6
"Minimum temperature","Kangerlussuaq","October","2016",-19.6
"Minimum temperature","Kangerlussuaq","October","2017",-16.1
"Minimum temperature","Kangerlussuaq","October","2018",-21.0
"Minimum temperature","Kangerlussuaq","October","2019",-14.1
"Minimum temperature","Kangerlussuaq","October","2020",-17.0
"Minimum temperature","Kangerlussuaq","October","2021",-19.3
"Minimum temperature","Kangerlussuaq","November","1993",-18.3
"Minimum temperature","Kangerlussuaq","November","1994",-25.8
"Minimum temperature","Kangerlussuaq","November","1995",19.4
"Minimum temperature","Kangerlussuaq","November","1996",-26.6
"Minimum temperature","Kangerlussuaq","November","1997",-24.6
"Minimum temperature","Kangerlussuaq","November","1998",-26.8
"Minimum temperature","Kangerlussuaq","November","1999",-27.1
"Minimum temperature","Kangerlussuaq","November","2000",-21.6
"Minimum temperature","Kangerlussuaq","November","2001",-26.2
"Minimum temperature","Kangerlussuaq","November","2002",-14.9
"Minimum temperature","Kangerlussuaq","November","2003",-27.0
"Minimum temperature","Kangerlussuaq","November","2004",...
"Minimum temperature","Kangerlussuaq","November","2005",...
"Minimum temperature","Kangerlussuaq","November","2006",-28.4
"Minimum temperature","Kangerlussuaq","November","2007",-30.6
"Minimum temperature","Kangerlussuaq","November","2008",-25.2
"Minimum temperature","Kangerlussuaq","November","2009",-31.9
"Minimum temperature","Kangerlussuaq","November","2010",-27.7
"Minimum temperature","Kangerlussuaq","November","2011",-28.3
"Minimum temperature","Kangerlussuaq","November","2012",-29.7
"Minimum temperature","Kangerlussuaq","November","2013",-26.6
"Minimum temperature","Kangerlussuaq","November","2014",-26.4
"Minimum temperature","Kangerlussuaq","November","2015",-34.9
"Minimum temperature","Kangerlussuaq","November","2016",-29.4
"Minimum temperature","Kangerlussuaq","November","2017",-33.8
"Minimum temperature","Kangerlussuaq","November","2018",-26.4
"Minimum temperature","Kangerlussuaq","November","2019",-19.4
"Minimum temperature","Kangerlussuaq","November","2020",-24.0
"Minimum temperature","Kangerlussuaq","November","2021",-22.9
"Minimum temperature","Kangerlussuaq","December","1993",-27.5
"Minimum temperature","Kangerlussuaq","December","1994",-35.9
"Minimum temperature","Kangerlussuaq","December","1995",33.2
"Minimum temperature","Kangerlussuaq","December","1996",-23.4
"Minimum temperature","Kangerlussuaq","December","1997",-31.6
"Minimum temperature","Kangerlussuaq","December","1998",-26.2
"Minimum temperature","Kangerlussuaq","December","1999",-34.6
"Minimum temperature","Kangerlussuaq","December","2000",-22.9
"Minimum temperature","Kangerlussuaq","December","2001",-32.4
"Minimum temperature","Kangerlussuaq","December","2002",-16.9
"Minimum temperature","Kangerlussuaq","December","2003",-27.4
"Minimum temperature","Kangerlussuaq","December","2004",...
"Minimum temperature","Kangerlussuaq","December","2005",...
"Minimum temperature","Kangerlussuaq","December","2006",-35.5
"Minimum temperature","Kangerlussuaq","December","2007",-34.7
"Minimum temperature","Kangerlussuaq","December","2008",-34.9
"Minimum temperature","Kangerlussuaq","December","2009",-31.2
"Minimum temperature","Kangerlussuaq","December","2010",-24.7
"Minimum temperature","Kangerlussuaq","December","2011",-32.2
"Minimum temperature","Kangerlussuaq","December","2012",-32.7
"Minimum temperature","Kangerlussuaq","December","2013",-33.2
"Minimum temperature","Kangerlussuaq","December","2014",-34.9
"Minimum temperature","Kangerlussuaq","December","2015",-37.6
"Minimum temperature","Kangerlussuaq","December","2016",-38.5
"Minimum temperature","Kangerlussuaq","December","2017",-27.7
"Minimum temperature","Kangerlussuaq","December","2018",-27.6
"Minimum temperature","Kangerlussuaq","December","2019",-32.5
"Minimum temperature","Kangerlussuaq","December","2020",-26.6
"Minimum temperature","Kangerlussuaq","December","2021",-26.0
"Minimum temperature","Sisimiut","January","1993",-24.1
"Minimum temperature","Sisimiut","January","1994",-26.2
"Minimum temperature","Sisimiut","January","1995",-30.1
"Minimum temperature","Sisimiut","January","1996",-22.5
"Minimum temperature","Sisimiut","January","1997",-17.6
"Minimum temperature","Sisimiut","January","1998",-16.3
"Minimum temperature","Sisimiut","January","1999",-22.5
"Minimum temperature","Sisimiut","January","2000",-20.7
"Minimum temperature","Sisimiut","January","2001",-22.3
"Minimum temperature","Sisimiut","January","2002",-11.5
"Minimum temperature","Sisimiut","January","2003",-17.1
"Minimum temperature","Sisimiut","January","2004",...
"Minimum temperature","Sisimiut","January","2005",...
"Minimum temperature","Sisimiut","January","2006",-21.4
"Minimum temperature","Sisimiut","January","2007",-20.8
"Minimum temperature","Sisimiut","January","2008",-24.0
"Minimum temperature","Sisimiut","January","2009",-18.3
"Minimum temperature","Sisimiut","January","2010",-18.9
"Minimum temperature","Sisimiut","January","2011",-18.5
"Minimum temperature","Sisimiut","January","2012",-21.9
"Minimum temperature","Sisimiut","January","2013",-17.6
"Minimum temperature","Sisimiut","January","2014",-14.9
"Minimum temperature","Sisimiut","January","2015",-26.4
"Minimum temperature","Sisimiut","January","2016",-21.7
"Minimum temperature","Sisimiut","January","2017",-21.0
"Minimum temperature","Sisimiut","January","2018",-19.5
"Minimum temperature","Sisimiut","January","2019",-18.7
"Minimum temperature","Sisimiut","January","2020",-21.7
"Minimum temperature","Sisimiut","January","2021",-14.6
"Minimum temperature","Sisimiut","February","1993",-24.4
"Minimum temperature","Sisimiut","February","1994",-25.9
"Minimum temperature","Sisimiut","February","1995",-26.4
"Minimum temperature","Sisimiut","February","1996",-21.3
"Minimum temperature","Sisimiut","February","1997",-24.5
"Minimum temperature","Sisimiut","February","1998",-13.2
"Minimum temperature","Sisimiut","February","1999",-25.6
"Minimum temperature","Sisimiut","February","2000",-24.4
"Minimum temperature","Sisimiut","February","2001",-25.0
"Minimum temperature","Sisimiut","February","2002",-20.9
"Minimum temperature","Sisimiut","February","2003",-22.6
"Minimum temperature","Sisimiut","February","2004",...
"Minimum temperature","Sisimiut","February","2005",...
"Minimum temperature","Sisimiut","February","2006",-22.0
"Minimum temperature","Sisimiut","February","2007",-17.4
"Minimum temperature","Sisimiut","February","2008",-34.1
"Minimum temperature","Sisimiut","February","2009",-26.1
"Minimum temperature","Sisimiut","February","2010",-15.1
"Minimum temperature","Sisimiut","February","2011",-18.9
"Minimum temperature","Sisimiut","February","2012",-28.3
"Minimum temperature","Sisimiut","February","2013",-22.3
"Minimum temperature","Sisimiut","February","2014",-22.2
"Minimum temperature","Sisimiut","February","2015",-28.4
"Minimum temperature","Sisimiut","February","2016",-18.0
"Minimum temperature","Sisimiut","February","2017",-23.3
"Minimum temperature","Sisimiut","February","2018",-27.9
"Minimum temperature","Sisimiut","February","2019",-17.7
"Minimum temperature","Sisimiut","February","2020",-20.3
"Minimum temperature","Sisimiut","February","2021",-20.2
"Minimum temperature","Sisimiut","March","1993",-26.0
"Minimum temperature","Sisimiut","March","1994",-28.5
"Minimum temperature","Sisimiut","March","1995",-24.1
"Minimum temperature","Sisimiut","March","1996",-25.0
"Minimum temperature","Sisimiut","March","1997",-29.2
"Minimum temperature","Sisimiut","March","1998",-25.3
"Minimum temperature","Sisimiut","March","1999",-22.0
"Minimum temperature","Sisimiut","March","2000",-23.4
"Minimum temperature","Sisimiut","March","2001",-18.0
"Minimum temperature","Sisimiut","March","2002",-16.8
"Minimum temperature","Sisimiut","March","2003",-20.6
"Minimum temperature","Sisimiut","March","2004",...
"Minimum temperature","Sisimiut","March","2005",...
"Minimum temperature","Sisimiut","March","2006",-16.7
"Minimum temperature","Sisimiut","March","2007",-22.6
"Minimum temperature","Sisimiut","March","2008",-28.1
"Minimum temperature","Sisimiut","March","2009",-28.4
"Minimum temperature","Sisimiut","March","2010",-17.6
"Minimum temperature","Sisimiut","March","2011",-24.5
"Minimum temperature","Sisimiut","March","2012",-28.4
"Minimum temperature","Sisimiut","March","2013",-22.4
"Minimum temperature","Sisimiut","March","2014",-21.3
"Minimum temperature","Sisimiut","March","2015",-24.3
"Minimum temperature","Sisimiut","March","2016",-20.0
"Minimum temperature","Sisimiut","March","2017",-18.7
"Minimum temperature","Sisimiut","March","2018",-22.6
"Minimum temperature","Sisimiut","March","2019",-24.7
"Minimum temperature","Sisimiut","March","2020",-21.7
"Minimum temperature","Sisimiut","March","2021",-21.9
"Minimum temperature","Sisimiut","April","1993",-12.7
"Minimum temperature","Sisimiut","April","1994",-14.1
"Minimum temperature","Sisimiut","April","1995",-12.8
"Minimum temperature","Sisimiut","April","1996",-13.5
"Minimum temperature","Sisimiut","April","1997",-18.9
"Minimum temperature","Sisimiut","April","1998",-10.9
"Minimum temperature","Sisimiut","April","1999",-12.5
"Minimum temperature","Sisimiut","April","2000",-9.1
"Minimum temperature","Sisimiut","April","2001",-12.0
"Minimum temperature","Sisimiut","April","2002",-10.9
"Minimum temperature","Sisimiut","April","2003",-21.0
"Minimum temperature","Sisimiut","April","2004",...
"Minimum temperature","Sisimiut","April","2005",...
"Minimum temperature","Sisimiut","April","2006",-14.0
"Minimum temperature","Sisimiut","April","2007",-19.0
"Minimum temperature","Sisimiut","April","2008",-17.7
"Minimum temperature","Sisimiut","April","2009",-16.7
"Minimum temperature","Sisimiut","April","2010",-11.2
"Minimum temperature","Sisimiut","April","2011",-19.9
"Minimum temperature","Sisimiut","April","2012",-11.7
"Minimum temperature","Sisimiut","April","2013",-14.8
"Minimum temperature","Sisimiut","April","2014",-18.1
"Minimum temperature","Sisimiut","April","2015",-16.6
"Minimum temperature","Sisimiut","April","2016",-13.1
"Minimum temperature","Sisimiut","April","2017",-18.3
"Minimum temperature","Sisimiut","April","2018",-10.2
"Minimum temperature","Sisimiut","April","2019",-14.1
"Minimum temperature","Sisimiut","April","2020",-17.3
"Minimum temperature","Sisimiut","April","2021",-15.5
"Minimum temperature","Sisimiut","May","1993",-4.8
"Minimum temperature","Sisimiut","May","1994",0.1
"Minimum temperature","Sisimiut","May","1995",0.0
"Minimum temperature","Sisimiut","May","1996",-3.4
"Minimum temperature","Sisimiut","May","1997",-1.6
"Minimum temperature","Sisimiut","May","1998",-5.4
"Minimum temperature","Sisimiut","May","1999",-9.1
"Minimum temperature","Sisimiut","May","2000",-4.7
"Minimum temperature","Sisimiut","May","2001",-5.3
"Minimum temperature","Sisimiut","May","2002",-1.1
"Minimum temperature","Sisimiut","May","2003",-7.7
"Minimum temperature","Sisimiut","May","2004",...
"Minimum temperature","Sisimiut","May","2005",...
"Minimum temperature","Sisimiut","May","2006",-4.1
"Minimum temperature","Sisimiut","May","2007",-5.6
"Minimum temperature","Sisimiut","May","2008",-4.9
"Minimum temperature","Sisimiut","May","2009",-8.1
"Minimum temperature","Sisimiut","May","2010",-6.3
"Minimum temperature","Sisimiut","May","2011",-8.4
"Minimum temperature","Sisimiut","May","2012",-3.3
"Minimum temperature","Sisimiut","May","2013",-9.8
"Minimum temperature","Sisimiut","May","2014",-6.6
"Minimum temperature","Sisimiut","May","2015",-13.4
"Minimum temperature","Sisimiut","May","2016",-4.3
"Minimum temperature","Sisimiut","May","2017",-6.7
"Minimum temperature","Sisimiut","May","2018",-10.3
"Minimum temperature","Sisimiut","May","2019",-4.0
"Minimum temperature","Sisimiut","May","2020",-5.5
"Minimum temperature","Sisimiut","May","2021",-4.2
"Minimum temperature","Sisimiut","June","1993",1.5
"Minimum temperature","Sisimiut","June","1994",0.9
"Minimum temperature","Sisimiut","June","1995",2.2
"Minimum temperature","Sisimiut","June","1996",-0.3
"Minimum temperature","Sisimiut","June","1997",2.5
"Minimum temperature","Sisimiut","June","1998",0.6
"Minimum temperature","Sisimiut","June","1999",0.5
"Minimum temperature","Sisimiut","June","2000",0.3
"Minimum temperature","Sisimiut","June","2001",2.7
"Minimum temperature","Sisimiut","June","2002",2.7
"Minimum temperature","Sisimiut","June","2003",-2.0
"Minimum temperature","Sisimiut","June","2004",...
"Minimum temperature","Sisimiut","June","2005",...
"Minimum temperature","Sisimiut","June","2006",-0.5
"Minimum temperature","Sisimiut","June","2007",-1.0
"Minimum temperature","Sisimiut","June","2008",-1.2
"Minimum temperature","Sisimiut","June","2009",-1.5
"Minimum temperature","Sisimiut","June","2010",-1.2
"Minimum temperature","Sisimiut","June","2011",-3.7
"Minimum temperature","Sisimiut","June","2012",-0.2
"Minimum temperature","Sisimiut","June","2013",-1.2
"Minimum temperature","Sisimiut","June","2014",-0.6
"Minimum temperature","Sisimiut","June","2015",-2.4
"Minimum temperature","Sisimiut","June","2016",-0.5
"Minimum temperature","Sisimiut","June","2017",-2.0
"Minimum temperature","Sisimiut","June","2018",-1.5
"Minimum temperature","Sisimiut","June","2019",-1.1
"Minimum temperature","Sisimiut","June","2020",0.1
"Minimum temperature","Sisimiut","June","2021",-0.8
"Minimum temperature","Sisimiut","July","1993",4.7
"Minimum temperature","Sisimiut","July","1994",2.8
"Minimum temperature","Sisimiut","July","1995",4.0
"Minimum temperature","Sisimiut","July","1996",2.3
"Minimum temperature","Sisimiut","July","1997",2.9
"Minimum temperature","Sisimiut","July","1998",4.6
"Minimum temperature","Sisimiut","July","1999",3.5
"Minimum temperature","Sisimiut","July","2000",2.5
"Minimum temperature","Sisimiut","July","2001",0.3
"Minimum temperature","Sisimiut","July","2002",4.6
"Minimum temperature","Sisimiut","July","2003",1.4
"Minimum temperature","Sisimiut","July","2004",...
"Minimum temperature","Sisimiut","July","2005",...
"Minimum temperature","Sisimiut","July","2006",2.3
"Minimum temperature","Sisimiut","July","2007",0.1
"Minimum temperature","Sisimiut","July","2008",2.2
"Minimum temperature","Sisimiut","July","2009",0.0
"Minimum temperature","Sisimiut","July","2010",1.9
"Minimum temperature","Sisimiut","July","2011",-0.1
"Minimum temperature","Sisimiut","July","2012",3.8
"Minimum temperature","Sisimiut","July","2013",0.7
"Minimum temperature","Sisimiut","July","2014",2.9
"Minimum temperature","Sisimiut","July","2015",1.9
"Minimum temperature","Sisimiut","July","2016",1.1
"Minimum temperature","Sisimiut","July","2017",-0.2
"Minimum temperature","Sisimiut","July","2018",0.8
"Minimum temperature","Sisimiut","July","2019",2.2
"Minimum temperature","Sisimiut","July","2020",2.4
"Minimum temperature","Sisimiut","July","2021",0.6
"Minimum temperature","Sisimiut","August","1993",4.0
"Minimum temperature","Sisimiut","August","1994",3.0
"Minimum temperature","Sisimiut","August","1995",3.6
"Minimum temperature","Sisimiut","August","1996",3.0
"Minimum temperature","Sisimiut","August","1997",3.2
"Minimum temperature","Sisimiut","August","1998",8.0
"Minimum temperature","Sisimiut","August","1999",1.9
"Minimum temperature","Sisimiut","August","2000",3.9
"Minimum temperature","Sisimiut","August","2001",4.5
"Minimum temperature","Sisimiut","August","2002",4.0
"Minimum temperature","Sisimiut","August","2003",1.4
"Minimum temperature","Sisimiut","August","2004",...
"Minimum temperature","Sisimiut","August","2005",...
"Minimum temperature","Sisimiut","August","2006",2.6
"Minimum temperature","Sisimiut","August","2007",2.4
"Minimum temperature","Sisimiut","August","2008",1.4
"Minimum temperature","Sisimiut","August","2009",1.9
"Minimum temperature","Sisimiut","August","2010",3.7
"Minimum temperature","Sisimiut","August","2011",0.6
"Minimum temperature","Sisimiut","August","2012",3.1
"Minimum temperature","Sisimiut","August","2013",0.8
"Minimum temperature","Sisimiut","August","2014",3.0
"Minimum temperature","Sisimiut","August","2015",2.1
"Minimum temperature","Sisimiut","August","2016",1.4
"Minimum temperature","Sisimiut","August","2017",0.8
"Minimum temperature","Sisimiut","August","2018",1.2
"Minimum temperature","Sisimiut","August","2019",3.3
"Minimum temperature","Sisimiut","August","2020",2.7
"Minimum temperature","Sisimiut","August","2021",3.0
"Minimum temperature","Sisimiut","September","1993",2.0
"Minimum temperature","Sisimiut","September","1994",-0.9
"Minimum temperature","Sisimiut","September","1995",0.6
"Minimum temperature","Sisimiut","September","1996",-1.9
"Minimum temperature","Sisimiut","September","1997",-2.6
"Minimum temperature","Sisimiut","September","1998",1.3
"Minimum temperature","Sisimiut","September","1999",1.2
"Minimum temperature","Sisimiut","September","2000",2.2
"Minimum temperature","Sisimiut","September","2001",1.6
"Minimum temperature","Sisimiut","September","2002",2.4
"Minimum temperature","Sisimiut","September","2003",-0.2
"Minimum temperature","Sisimiut","September","2004",...
"Minimum temperature","Sisimiut","September","2005",...
"Minimum temperature","Sisimiut","September","2006",0.9
"Minimum temperature","Sisimiut","September","2007",-5.2
"Minimum temperature","Sisimiut","September","2008",-1.1
"Minimum temperature","Sisimiut","September","2009",-3.4
"Minimum temperature","Sisimiut","September","2010",-0.4
"Minimum temperature","Sisimiut","September","2011",-4.3
"Minimum temperature","Sisimiut","September","2012",0.4
"Minimum temperature","Sisimiut","September","2013",-0.7
"Minimum temperature","Sisimiut","September","2014",-2.5
"Minimum temperature","Sisimiut","September","2015",-0.2
"Minimum temperature","Sisimiut","September","2016",-0.3
"Minimum temperature","Sisimiut","September","2017",-1.6
"Minimum temperature","Sisimiut","September","2018",0.1
"Minimum temperature","Sisimiut","September","2019",-0.3
"Minimum temperature","Sisimiut","September","2020",-3.0
"Minimum temperature","Sisimiut","September","2021",-5.2
"Minimum temperature","Sisimiut","October","1993",-1.4
"Minimum temperature","Sisimiut","October","1994",-8.1
"Minimum temperature","Sisimiut","October","1995",-8.2
"Minimum temperature","Sisimiut","October","1996",-7.6
"Minimum temperature","Sisimiut","October","1997",-4.2
"Minimum temperature","Sisimiut","October","1998",-7.9
"Minimum temperature","Sisimiut","October","1999",-10.5
"Minimum temperature","Sisimiut","October","2000",-5.9
"Minimum temperature","Sisimiut","October","2001",-6.2
"Minimum temperature","Sisimiut","October","2002",-2.7
"Minimum temperature","Sisimiut","October","2003",-9.3
"Minimum temperature","Sisimiut","October","2004",...
"Minimum temperature","Sisimiut","October","2005",...
"Minimum temperature","Sisimiut","October","2006",-7.4
"Minimum temperature","Sisimiut","October","2007",-13.4
"Minimum temperature","Sisimiut","October","2008",-10.9
"Minimum temperature","Sisimiut","October","2009",-9.7
"Minimum temperature","Sisimiut","October","2010",-10.8
"Minimum temperature","Sisimiut","October","2011",-11.5
"Minimum temperature","Sisimiut","October","2012",-7.4
"Minimum temperature","Sisimiut","October","2013",-7.3
"Minimum temperature","Sisimiut","October","2014",-8.1
"Minimum temperature","Sisimiut","October","2015",-9.9
"Minimum temperature","Sisimiut","October","2016",-8.5
"Minimum temperature","Sisimiut","October","2017",-5.5
"Minimum temperature","Sisimiut","October","2018",-10.5
"Minimum temperature","Sisimiut","October","2019",-4.6
"Minimum temperature","Sisimiut","October","2020",-8.1
"Minimum temperature","Sisimiut","October","2021",-8.4
"Minimum temperature","Sisimiut","November","1993",-10.7
"Minimum temperature","Sisimiut","November","1994",-13.5
"Minimum temperature","Sisimiut","November","1995",-8.2
"Minimum temperature","Sisimiut","November","1996",-11.6
"Minimum temperature","Sisimiut","November","1997",-11.5
"Minimum temperature","Sisimiut","November","1998",-11.9
"Minimum temperature","Sisimiut","November","1999",-14.1
"Minimum temperature","Sisimiut","November","2000",-11.8
"Minimum temperature","Sisimiut","November","2001",-15.0
"Minimum temperature","Sisimiut","November","2002",-6.0
"Minimum temperature","Sisimiut","November","2003",-14.2
"Minimum temperature","Sisimiut","November","2004",...
"Minimum temperature","Sisimiut","November","2005",...
"Minimum temperature","Sisimiut","November","2006",-14.2
"Minimum temperature","Sisimiut","November","2007",-15.7
"Minimum temperature","Sisimiut","November","2008",-13.2
"Minimum temperature","Sisimiut","November","2009",-16.9
"Minimum temperature","Sisimiut","November","2010",-12.2
"Minimum temperature","Sisimiut","November","2011",-15.0
"Minimum temperature","Sisimiut","November","2012",-13.8
"Minimum temperature","Sisimiut","November","2013",-12.5
"Minimum temperature","Sisimiut","November","2014",-11.5
"Minimum temperature","Sisimiut","November","2015",-17.5
"Minimum temperature","Sisimiut","November","2016",-13.1
"Minimum temperature","Sisimiut","November","2017",-13.4
"Minimum temperature","Sisimiut","November","2018",-12.3
"Minimum temperature","Sisimiut","November","2019",-8.9
"Minimum temperature","Sisimiut","November","2020",-11.3
"Minimum temperature","Sisimiut","November","2021",-12.5
"Minimum temperature","Sisimiut","December","1993",-15.6
"Minimum temperature","Sisimiut","December","1994",-21.1
"Minimum temperature","Sisimiut","December","1995",-15.5
"Minimum temperature","Sisimiut","December","1996",-12.0
"Minimum temperature","Sisimiut","December","1997",-16.4
"Minimum temperature","Sisimiut","December","1998",14.0
"Minimum temperature","Sisimiut","December","1999",-17.9
"Minimum temperature","Sisimiut","December","2000",-14.7
"Minimum temperature","Sisimiut","December","2001",-17.0
"Minimum temperature","Sisimiut","December","2002",-8.4
"Minimum temperature","Sisimiut","December","2003",-15.2
"Minimum temperature","Sisimiut","December","2004",...
"Minimum temperature","Sisimiut","December","2005",...
"Minimum temperature","Sisimiut","December","2006",-19.4
"Minimum temperature","Sisimiut","December","2007",-21.6
"Minimum temperature","Sisimiut","December","2008",-19.5
"Minimum temperature","Sisimiut","December","2009",-16.6
"Minimum temperature","Sisimiut","December","2010",-10.9
"Minimum temperature","Sisimiut","December","2011",-20.3
"Minimum temperature","Sisimiut","December","2012",-15.4
"Minimum temperature","Sisimiut","December","2013",-16.5
"Minimum temperature","Sisimiut","December","2014",-16.4
"Minimum temperature","Sisimiut","December","2015",-19.5
"Minimum temperature","Sisimiut","December","2016",-19.6
"Minimum temperature","Sisimiut","December","2017",-14.7
"Minimum temperature","Sisimiut","December","2018",-13.5
"Minimum temperature","Sisimiut","December","2019",-14.6
"Minimum temperature","Sisimiut","December","2020",-11.2
"Minimum temperature","Sisimiut","December","2021",-11.6
"Minimum temperature","Kangaatsiaq","January","1993",...
"Minimum temperature","Kangaatsiaq","January","1994",...
"Minimum temperature","Kangaatsiaq","January","1995",...
"Minimum temperature","Kangaatsiaq","January","1996",...
"Minimum temperature","Kangaatsiaq","January","1997",-18.6
"Minimum temperature","Kangaatsiaq","January","1998",-18.1
"Minimum temperature","Kangaatsiaq","January","1999",-21.3
"Minimum temperature","Kangaatsiaq","January","2000",-22.3
"Minimum temperature","Kangaatsiaq","January","2001",-20.4
"Minimum temperature","Kangaatsiaq","January","2002",...
"Minimum temperature","Kangaatsiaq","January","2003",-15.8
"Minimum temperature","Kangaatsiaq","January","2004",...
"Minimum temperature","Kangaatsiaq","January","2005",...
"Minimum temperature","Kangaatsiaq","January","2006",-20.6
"Minimum temperature","Kangaatsiaq","January","2007",-22.4
"Minimum temperature","Kangaatsiaq","January","2008",-25.0
"Minimum temperature","Kangaatsiaq","January","2009",-22.0
"Minimum temperature","Kangaatsiaq","January","2010",-16.5
"Minimum temperature","Kangaatsiaq","January","2011",-19.1
"Minimum temperature","Kangaatsiaq","January","2012",-23.2
"Minimum temperature","Kangaatsiaq","January","2013",-18.6
"Minimum temperature","Kangaatsiaq","January","2014",...
"Minimum temperature","Kangaatsiaq","January","2015",...
"Minimum temperature","Kangaatsiaq","January","2016",...
"Minimum temperature","Kangaatsiaq","January","2017",...
"Minimum temperature","Kangaatsiaq","January","2018",...
"Minimum temperature","Kangaatsiaq","January","2019",...
"Minimum temperature","Kangaatsiaq","January","2020",..
"Minimum temperature","Kangaatsiaq","January","2021",..
"Minimum temperature","Kangaatsiaq","February","1993",...
"Minimum temperature","Kangaatsiaq","February","1994",...
"Minimum temperature","Kangaatsiaq","February","1995",...
"Minimum temperature","Kangaatsiaq","February","1996",...
"Minimum temperature","Kangaatsiaq","February","1997",-24.2
"Minimum temperature","Kangaatsiaq","February","1998",-29.1
"Minimum temperature","Kangaatsiaq","February","1999",-26.4
"Minimum temperature","Kangaatsiaq","February","2000",-25.0
"Minimum temperature","Kangaatsiaq","February","2001",-28.2
"Minimum temperature","Kangaatsiaq","February","2002",...
"Minimum temperature","Kangaatsiaq","February","2003",-21.9
"Minimum temperature","Kangaatsiaq","February","2004",...
"Minimum temperature","Kangaatsiaq","February","2005",...
"Minimum temperature","Kangaatsiaq","February","2006",-21.8
"Minimum temperature","Kangaatsiaq","February","2007",-17.9
"Minimum temperature","Kangaatsiaq","February","2008",-31.4
"Minimum temperature","Kangaatsiaq","February","2009",-26.0
"Minimum temperature","Kangaatsiaq","February","2010",-14.4
"Minimum temperature","Kangaatsiaq","February","2011",-20.2
"Minimum temperature","Kangaatsiaq","February","2012",-29.3
"Minimum temperature","Kangaatsiaq","February","2013",-25.0
"Minimum temperature","Kangaatsiaq","February","2014",...
"Minimum temperature","Kangaatsiaq","February","2015",...
"Minimum temperature","Kangaatsiaq","February","2016",...
"Minimum temperature","Kangaatsiaq","February","2017",...
"Minimum temperature","Kangaatsiaq","February","2018",...
"Minimum temperature","Kangaatsiaq","February","2019",...
"Minimum temperature","Kangaatsiaq","February","2020",..
"Minimum temperature","Kangaatsiaq","February","2021",..
"Minimum temperature","Kangaatsiaq","March","1993",...
"Minimum temperature","Kangaatsiaq","March","1994",...
"Minimum temperature","Kangaatsiaq","March","1995",...
"Minimum temperature","Kangaatsiaq","March","1996",...
"Minimum temperature","Kangaatsiaq","March","1997",-28.7
"Minimum temperature","Kangaatsiaq","March","1998",-24.0
"Minimum temperature","Kangaatsiaq","March","1999",-23.8
